,Lokacija:,Transakcija:,Vrsta nekretnine:,Ukupan broj soba:,Toaleti:,Ukupno katova:,Cijena:,Površina:,Okućnica:,Godina izgradnje:,Nekretnina (stanje):,Stil gradnje:,Razred energetske učinkovitosti:,Lift:,Pristup invalidima:,Nekretnina se prodaje/iznajmljuje:,Visina plafona:,Namjena poslovnog prostora:,P.P. sa izlogom:,Pristup kamionima/šleperima:,Struja:,Parking:,Parking (broj):,Natkriveni parking:,Povlašteni parking:,Garaža:,Pogled na more:,Pogled na:,Udaljenost od mora:,Ključ u agenciji:,naziv,opis,dodatne_oznake,Spavaće sobe:,Kupaonice:,Površina okućnice:,Površina balkona/lođe/terase:,Roštilj:,Dimnjak:,Bazen:,Vrt:,Vrsta kuće/vikendice:,Tlocrtna površina nekretnine:,Mogućnost zamjene:,Namjena terena:,Površina građevinskog dijela:,Površina negrađevinskog dijela:,Instalacije struje:,Instalacije vode:,Pod: parket/laminat/pločice:,Pripojene prostorije:,Fasada:,Krov:,Struja-zakupljena snaga:,Vanjska stolarija:,Unutarnja stolarija:,Kupaonica/ kuhinja:
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-pula-veli-vrh-gradevinsko-zemljiste-na-glavnoj-cesti,"Padulj, Pula",Za prodaju,Građevinsko zemljište,,,,100 € (743 kn),5.000 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"ISTRA, PULA, VELI VRH, građevinsko zemljište na glavnoj cesti (ID: 300041071-20)","
                        Na glavnoj cesti, nedaleko benzinske crpke na Velom vrhu, prodaje se građevinsko zemljište 5000 površine.
Moguća je gradnja stambene jedinice minimalne površine izgrađenosti 70,00-250,00, maksimalni koeficijent izgrađenosti 0,40, najviša visina 10m, broj etaža-3.
Sva infrastruktura je u blizini.                    ","['Voda', 'Struja', 'Kanalizacija', 'Telefon', 'djelomično otvoren pogled', 'Sjever', 'Jug', 'Zapad', 'Istok', 'U blizini centra', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini trgovine', 'U blizini crkve', 'U blizini parka/šume']",,,,,,,,,,,,građevinsko,5000 ,"0,00 ",,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/zemljiste-za-izgradnju-vile-s-bazenom,"Baldaši, Vižinada",Za prodaju,Građevinsko zemljište,,,,135.000 € (1.002.486 kn),4.336 ,,,,,,,,,,,,,,,,,,,ne,POLJE ,više od 1km,,Zemljište za izgradnju vile s bazenom  (ID: 300041068-78),"
                        Zemljište veličine 4336
Nalazi se u blizini sela Baldaši. 
Izgrađenost 30%. Mogućnost izgradnje P+1. 
U blizini se nalaze struja i voda.                     ","['otvoren pogled', 'Zapad', 'U blizini parka/šume']",,,,,,,,,,,,građevinsko zemljište ,4336 ,1 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/vodnjan-uredena-kuca,Vodnjan,Za prodaju,Stan/Apartman,5,,2,99.000 € 90.000 € (668.324 kn),"81,37 ",nema okućnice,1900 god.,dovršena,klasičan,U izradi,ne,ne,namještaj po dogovoru,,,,,,ne,,ne,,ne,ne,,više od 1km,,Vodnjan - uređena kuća  (ID: 300041070-21),"
                        U mirnoj ulici, 100 m od samog centra Vodnjana, prodaje se kuća u nizu na 2.etaže stambene površine 81, u naravi 91.
U prizemlju kuće se nalazi kuhinja s blagovaonicom i dnevnim boravkom, hodnik u kojem se može napraviti i spremište, novouređena kupaonica. Stepenice vode na kat gdje se nalazi lijepa terasa od 15ak  i dvije velike spavaće sobe. Unutarnje stepenice također vode u potkrovlje kuće gdje se nalaze još dvije sobe koje se trenutno ne koriste, a  može služiti kao radna ili spavaće sobe. 
2015 g je napravljena obnova djela kuće,točnije na prizemlju je postavljena pvc stolarija, u kuhinji su se promijenile ploćice i laminat u dnevnom boravku, dok se kupatilo u cijelosti renoviralo.
Parkiralište je udaljeno nekoliko metara od kuće, a svi potrebni sadržaji se također nalaze blizu. Kuća je dobila kategorizaciju sa tri zvjezdice te se kao takva lijepo renta u sezoni.
","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'Instalacije struje', 'Instalacije vode', 'Kupaonica/ kuhinja', 'Pod: parket/laminat/pločice', 'Klima uređaj', 'Struja', 'nema otvoren pogled', 'Istok', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve']",4,,,"10,92 ",,nema,nema,nema,,,,,,,2015 god.,2015 god.,2015 god.,,,,,2013 god.,,2015 god.
http://www.remax-svijetnekretnina.com/poljoprivredno-zemljiste/krnica-vikend-parcela-od-500-,"Krnica, Marčana",Za prodaju,Negrađevinsko zemljište,,,,15.000 € (111.387 kn),500 ,,,,,,,,,,,,,,,,,,,da,,300-500m,,"KRNICA, vikend parcela od 500   (ID: 300041067-89)","
                        Prodaje se vikend parcela u Krnici od 500 . Zemljište je pravilnog oblika sa prekrasnim pogledom na more. Udaljeno je 500 m od mora.                     ","['bez infrastrukture', 'otvoren pogled', 'Jug', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,vikend parcela,00 ,500 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/dvije-kuce-s-bazenom-duga-uvale,"Duga Uvala okolica, Marčana",Za prodaju,Kuća/Vikendica,10,,1,450.000 € (3.341.620 kn),277 ,,1998 i 2006  god.,dovršena,klasičan,C,,,namještena,,,,,,da,4,ne,,ne,ne,Učka,više od 1km,,DVIJE KUĆE S BAZENOM - Duga Uvale (ID: 300041070-20),"
                        Prodaju se dvije obiteljske kuće, jedna od 150  sa dva stana, druga od 127. Kućama pripada bazen od 24, predivno uređena i ograđena okućnica od 1570,uređen travnjak,funtana, 10 stabala maslina,vočnjak, dva roštilja i dječije igralište. Kuće se nalaze na 2 km od Duge Uvale, 2km od šljunčane i stjenovite plaže a isto toliko i do rekreakcijskih sadržaja.
Kuća od 150 ima 5 soba od toga 3 spavaće, 2 kuhinje, 2 kupatila, i dvije terse od 20 i 15 . Na kući je 2015 g. stavljena nova vanjska i unutarnja stolarija,krov i fasada,. Uređena je na način da ima dva stana, a isti se mogu pripojiti u jedan veliki.
Kuća od 127 ima  također 5 soba od toga 3 spavaće, kuhinju s prozorom,4 kupaonice i terasu od 15 te veliko spremište-konobu ili vinski podrum.
Obje kuće se rentaju u ljetnom turizmu s kategorijom od 3 zvijezdice.                     ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Vanjska stolarija', 'Unutarnja stolarija', 'Krov', 'Fasada', 'Klasično', 'Centralno', 'Klima uređaj', 'Struja', 'Drva', 'Plin', 'djelomično otvoren pogled', 'Sjever', 'Jug', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza']",6,6,1.570 ,50 ,,ima,,,samostojeća,277 ,,,,,,,,,2015 god.,2015 god.,,2015 god.,2015 god.,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-pula-gradevinsko-zemljiste-od-4890-u-industrijskoj-zoni,"Šijana, Pula",Za prodaju,Građevinsko zemljište,,,,499.000 € (3.705.486 kn),4.890 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"ISTRA, PULA : GRAĐEVINSKO ZEMLJIŠT ATRAKTIVNO ZA TRGOVAČKE LANCE (ID: 300041026-744)","
                        Istra, Pula
Prodaje se građevinsko zemljište od 4890 u industrijskoj zoni.
Parcela je gospodarsko-proizvodne(I2) i trgovačko-uslužne(K1) namjene.
Maksimalna površina izgrađenosti je 25000 uz koeficijent izgrađenosti 0.50.
Infrastruktura je do parcele.
Ukupna površina 2 čestice je 4890  - cijena 200 €/                    ","['Voda', 'Struja', 'Kanalizacija', 'Telefon', 'otvoren pogled', 'Sjever', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U blizini trgovine', 'U blizini parka/šume']",,,,,,,,,,,,Građevinsko,2445 ,2445 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/pula-busoler-lijepi-stan-od-80--u-privatnoj-kuci,"Busoler, Pula",Za prodaju,Stan/Apartman,3,1,2,115.000 € (853.970 kn),80 ,nema okućnice,1980 god.,dovršena,klasičan,U izradi,ne,ne,namještaj po dogovoru,,,,,,da,1,ne,,ne,ne,grad,više od 1km,Ne,"PULA, Busoler,  lijepi stan od 80  u privatnoj kući (ID: 300041059-285)","
                        Prodaje se stan na Busoleru od 80  u  privatnoj kući u na vrlo lijepoj i mirnoj lokaciji. Sastoji se od ulazne terase, hodnika, dvije spavaće sobe, dnevnog boravka sa izlazom na terasu, kuhinje sa blagaonom, kupaonice i toaleta. Stan je u dobrom stanju, održavan. Pozicija kuće u kojoj se nalazi stan je u vrlo mirnom dijelu Pule. Postoji opcija kupovine i garaže i vrta.                     ","['Centralno', 'Klima uređaj', 'Struja', 'otvoren pogled', 'Jug', 'U blizini centra', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini parka/šume']",2,1,,10 ,,ima,nema,nema,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/sisan-gradevisno-zemljiste-1048,"Šišan, Ližnjan",Za prodaju,Građevinsko zemljište,,,,73.000 € (542.085 kn),1.048 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,Šišan- građevisno zemljište 1048 (ID: 300041070-19),"
                        Šišan, građevinsko zemljište 1048  
Građevinsko zemljište veličine 1048 nalazi se u mirnoj ulici u mjestu Šišan. Infrastruktura je do terena.
 Parcela je idealna za obiteljsku kuću ili kuću za odmor s bazenom..
U mjestu je turizam razvijen.                    ","['Voda', 'Struja', 'nema otvoren pogled', 'Sjever', 'Jug', 'Zapad', 'Na osami', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini crkve']",,,,,,,,,,,,Stambene namjene,1048 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-vila-sa-bazenom-i-otvorenim-pogledom-na-prirodu,"Filipana, Marčana",Za prodaju,Kuća/Vikendica,6,1,2,300.000 € (2.227.747 kn),250 ,,2016 god.,dovršena,klasičan,U izradi,ne,da,nenamještena,,,,,,da,3,ne,ne,ne,ne,,više od 1km,Ne,"ISTRA, VILA SA BAZENOM I OTVORENIM POGLEDOM NA PRIRODU (ID: 300041048-243)","
                        Istra, okolica Marčane, prodajemo novu vilu sa bazenom i okućnicom 1300 . U prizemlju kuće smješten je dnevni boravak povezan sa kuhinjom i blagovaonom, 3 spavaće sobe (svaka sa svojim kupatilom), zaseban toalet, ostava i natkrivena terasa. Na katu su smještene dvije spavaće sobe sa kupatilima i velika teras. Ispred kuće se nalazi mazen veličine cca 50  i ljetna kuhinja. Kuća će biti kompletno klimatizirana, postavljena će biti 1.faza podnog grijanja, u bnevnom boravku će biti kamin, a na krovu solarni kolektori za grijanje vode.                    ","['Struja', 'Voda', 'Klasično', 'Etažno podno', 'Klima uređaj', 'Struja', 'Peleti', 'Solarni paneli', 'Voda', 'Struja', 'otvoren pogled', 'Jug', 'Zapad', 'Istok', 'Predgrađe', 'Na osami', 'U mirnoj ulici', 'U blizini parka/šume']",5,5,1.300 ,,,ima,,,samostojeća,130 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-fazana-stambena-zgrada-s-8-stanova-200m-od-mora,Fažana,Za prodaju,Kuća/Vikendica,25,,3,1.250.000 € (9.282.279 kn),700 ,,1996 god.,dovršena,klasičan,U izradi,,ne,namještena,,,,,,da,,ne,,ne,da,,100-300m,Ne,"ISTRA, FAŽANA: STAMBENO POSLOVNA ZGRADA 200 m OD PLAŽE  (ID: 300041026-743)","
                        Prodaje se stambena zgrada u centru Fažane 200m od mora.
U prizemlju se nalaze 2 poslovna prostora, veći od 200 i manji od 30.
Na prvom i drugom katu su smješteni 7 apartmana veličine 36-42 sa spavaćom sobom i terasom.
Na trećem katu se nalazi luksuzno opremeljeni dvoetažni penthouse od 200 s 8 soba, dnevnim boravkom, kuhinjom, kupatilom, toaletom i 2 spremišta.
Nekretnina sve skupa ima 11 terasa, centralno grijanje i klima uređaje.
 Penthouse ima i podno grijanje i kamin u dnevnoj.
Nalazi se u mirnoj ulici i svega 3 min hoda od plaže.                    ","['Kupaonica sa prozorom', 'Kuhinja', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Klasično', 'Centralno', 'Klima uređaj', 'Struja', 'Drva', 'djelomično otvoren pogled', 'Sjever', 'Zapad', 'U blizini centra', 'U mirnoj ulici', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini mora/plaže']",14,,200 ,,,ima,nema,,u nizu,210 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/istra-fazana-penthouse-200m-od-mora,Fažana,Za prodaju,Stan/Apartman,9,,3,350.000 € (2.599.038 kn),201 ,,1996 god.,dovršena,klasičan,U izradi,ne,ne,namještena,,,,,,da,,ne,,ne,da,,100-300m,Ne,"ISTRA, FAŽANA  PENTHOUSE 200m od mora (ID: 300041026-742)","
                        Prodaje se dvoetažni penthouse na 3 katu od 200 udaljen par minuta hoda od plaže.
Sastoji se od 2 hodnika, 8 soba, dnevnog boravka, kuhinje, kupatila, toaleta i 2 spremišta.
Ima 4 terase sveukupne površine 21 od kojih 3 gledaju prema moru i Brijunima.
Već pri izgradnji zgrade u njega su uloženi materijali ekstra kvalitete jer je vlasnik htio što ugodniji prostor za sebe.
Ima ugrađeno podno i centralno grijanje, 2 klima uređaja i kamin u dnevnom boravku.
Nekretnina se nalazi na mirnoj lokaciji i udaljena od trgovina,turističkih i ugostiteljskih sadržaja stotinjak metara.
","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Klasično', 'Centralno', 'Klima uređaj', 'Struja', 'Drva', 'otvoren pogled', 'Sjever', 'Zapad', 'U blizini centra', 'U blizini škole/vrtića/igrališta', 'U blizini mora/plaže']",8,,200 ,,,ima,nema,nema,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-nova-kuca-dvojnica-sa-dva-stana,"Barbariga, Vodnjan",Za prodaju,Kuća/Vikendica,6,,2,260.000 € (1.930.714 kn),"153,40 ",,2014 god.,dovršena,moderan,B,,ne,nenamještena,,,,,,da,2,ne,,ne,da,,500-1000m,,"Istra, nova kuća dvojnica sa dva stana (ID: 300041049-454)","
                        Istra, nova kuća dvojnica sa dva stana

Na prodaju je nekretnina izgrađena 2014.godine koja je upisana u zemljišne knjige u naravi stan u prizemlju zgrade, koji se sastoji od kuhinje i blagovaonice, dnevnog boravka, 2 kupaonice, 2 spavaonice, galerije, površine 125,95  i pripadaka – kućni vrt i parkirno mjesto površine 112,13 , oznake. Ukupna vrijednost korisne površine (korigirana površina) posebnog dijela iznosi 153,40 .
U stvarnosti radi se o dva stana sa odvojenim ulazima, svaki na dvije etaže, sa predsobljem, spavaćom sobom , kupatilom, kuhinjom sa dnevnim boravkom i blagovaonom, te stepeništem u prizemlju. I u mansardi se nalazi spavaća soba sa kupatilom i izlazom na terasu sa koje se pruža pogled na more.

Nekretnina je kvalitetno sagrađena ,podovi su obloženi keramikom i parketima,stolarija je aluminijska  plastificirana sa škurama, krovni prozor sa senzorom za kišu, sanitarije su Villeroy and Boch.
Postoji mogućnost i kupnje samo jenog od stanova za 125.000,00 eura.

Tražite li kvalitetnu nekretninu za odmor ili iznajmljivanje, svakako vam preporučamo baš ovu za razgled.                    ","['Klima uređaj', 'Struja', 'djelomično otvoren pogled', 'Jug', 'U mirnoj ulici', 'U blizini parka/šume']",4,4,"112,13 ",2X12 ,,ima,,,dvojna,54 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-fazana-gradevinsko-zemljiste-400m-od-mora,Fažana,Za prodaju,Građevinsko zemljište,,,,500.000 € (3.712.911 kn),2.739 ,,,,,,,,,,,,,,,,,,,ne,,300-500m,,"ISTRA, FAŽANA, građevinsko zemljište 400m od mora (ID: 300041072-12)","
                        Prodaje se građevinsko zemljište od 2739 udaljeno 400 metara od predivnih Fažanskih plaža.
Na parceli se nalazi 60-tak maslina, pravilnog je oblika i infrastruktura je do parcele.
Parcela je idealna za gradnju kuća za odmor ili stambene zgrade.
","['Voda', 'Struja', 'Telefon', 'djelomično otvoren pogled', 'Jug', 'Zapad', 'U blizini centra', 'U mirnoj ulici', 'U blizini trgovine']",,,,,,,,,,,,Građevinsko,2739 ,0.00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/medulin-kuca-s-apartmanima,Medulin,Za prodaju,Kuća/Vikendica,22,,2,1.555.000 € 1.100.000 € (8.168.405 kn),938 ,,2010 god.,dovršena,klasičan,U izradi,,,namještena,,,,,,da,4,ne,,da,da,,300-500m,Ne,Medulin KUĆA S APARTMANIMA (ID: 300041070-17),"
                        Ova kuća od  938 stambene površine i okučnice od 700  ima 8 apartmana  i jedan veliki stan na cijeloj etaži sa predivno velikom natkrivenom  terasom na kojoj se nalazi i ljetna kuhinja . Svaki apartman je sa vlastitom kupaonicom, opremljenom kuhinjom, -hladnjak, mikrovalna pećnica, klima-uređaj, i internetskom vezom.  Svi apartmani na prvom katu  imaju svoje balkone s prekrasnim pogledom na uvalu i more. U sklopu kuće nalazi se ogromna garaža u koju stanu 4 automobila. U dvorištu kuće također i 4 parkirna mjesta. Okućnica je  u lijepom zelenilu i sa dječijim igralištem. Objekt je smješten blizu mora i orijentirana je na sunčanu stranu  sa predivnim pogledom .Kuća se od kad je izgrađena , 2010 g. iznajmljuje i ima lijepu popunjenost u sezoni.

","['Kupaonica sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Grijanje', 'Klasično', 'Klima uređaj', 'Struja', 'Drva', 'otvoren pogled', 'Jug', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini trgovine', 'U blizini mora/plaže']",14,15,700 ,,,ima,nema,,samostojeća,300 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/porec-4km-od-grada-prodaje-se-gradevinsko-zemljiste-sa-izvanrednim-pogledom-na-more,Poreč,Za prodaju,Građevinsko zemljište,,,,750.000 € (5.569.367 kn),3.000 ,,,,,,,,,,,,,,,,,,,da,MORE,500-1000m,,POREČ: 4km OD GRADA PRODAJE SE GRAĐEVINSKO ZEMLJIŠTE SA IZVANREDNIM POGLEDOM NA MORE (ID: 300041069-76),"
                        Poreč mediteranski grad sagrađen na zapadnoj obali Istarskog poluotoka, poznata turistička destinacija za brojne domaće i strane goste.
Na daleko poznate lagune,nautičke marine i domaća autohtona kuhinja posebnosti su koje privlače goste i mame ih da se vrate u Istru.
U blizini Poreča u smjeru Novigrada na rubnom dijelu naselja nalazi se građevinsko zemljište površine 3000 sa izvanrednim pogledom na more.
Zemljište je pravilnog oblika te ima mogućnost priključenja na sve dostupne priključke(voda,struja i kanalizacija).
Izvanredan pogled na more,blizina grada Poreča i mora čine ovo zemljište vrlo atraktivnom investicijom za investitore koji se bave turizmom.                    ","['Voda', 'Struja', 'Kanalizacija', 'otvoren pogled', 'Pogled - prekrasan!', 'Zapad', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,GRAĐEVINSKO,3000 ,- ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poslovni-prostor/fazana-poslovni-prostor-na-odlicnoj-lokaciji,Fažana,Za prodaju,Poslovni prostor,,1,,114.000 € 70.000 € (519.808 kn),"25,10 ",,1900 god.,dovršena,klasičan,U izradi,ne,da,nenamještena,,uslužna,da,da,monofazna,ne,,ne,ne,ne,ne,,300-500m,Ne,Fažana-poslovni prostor na odličnoj lokaciji (ID: 300041074-188),"
                        Prodaje se poslovni prostor (trenutno frizerski salon) u Fažani veličine 25,1. Nalazi se u prizemlju do ceste u blizini trgovine, autobusne stanice, benziske postaje, parka, škole i plaže. 
Lokacija je odlična,a prostor je za sve namjene.
Fažana je vrlo popularno turističko mjesto, a nekretnina je izuzetno dobra za nekog tko želi raditi neki sezonski ili cjelogodišnji posao. 
Prostor je trenutno u najmu i koristi se čitave godine.
","['Klima uređaj', 'Struja', 'djelomično otvoren pogled', 'Jug', 'Centar', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-svetvincenat-gradevinsko-i-poljoprivredno-zemljiste-4897,"Kranjčići, Svetvinčenat",Za prodaju,Građevinsko zemljište,,,,135.000 € 105.000 € (779.711 kn),4.897 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"Istra, Svetvinčenat,  Građevinsko i poljoprivredno zemljište 4897 (ID: 300041074-189)","
                        Prodaje se parcela sa građevinskim zemljištem od oko 1200 i poljoprivrednim od 3697 nedaleko od Svetvinčenta u naselju Vidulini.
Nalazi se uz cestu u mirnom selu, a u blizini su i lijepe kuće za odmor.
Parcela je pravilnog oblika, a infrastruktura je udaljena 10-tak metara od parcele.
Postoji mogućnost kupnje i susjedne poljoprivredne parcele od 4600 od drugog vlasnika.
Ova parcela je idealna za izgradnju obiteljske kuće ili vile za odmor u potpuno prirodnom okruženju i lijepim pogledom.                    ","['Voda', 'Struja', 'otvoren pogled', 'Sjever', 'Zapad', 'Na osami', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,Građevinsko,1200 ,3697 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/novigrad-stan-62-,Novigrad,Za prodaju,Stan/Apartman,2,,2,93.000 € (690.602 kn),62 ,nema okućnice,2015 god.,nedovršena,stara vila,B,ne,ne,namještena,,,,,,da,1,ne,,ne,da,,više od 1km,Ne,"Istra, Novigrad - Stan 62  (ID: 300391016-52)","
                        Novigrad, Istra
Na prodaju je stan od 62 . Renoviran i kompletno uređen. Podijeljen je na dvije etaže. 
U prizemlju se nalazi dnevni boravak, kuhinja s blagovaonom i kupaonica. Stepenice vode na drugu etažu, odnosno galeriju. Prostrani spavaći dio koji ima svoj izlaz na terasu.
S terase se prostire lijep pogled na grad i more.

","['Galerija', 'Kuhinja', 'Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Klima uređaj', 'Struja', 'otvoren pogled', 'Jug', 'Predgrađe', 'U blizini javnog prijevoza', 'U blizini trgovine', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume']",1,,,,,ima,nema,nema,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/umag-kuca-top-lokacija,Umag,Za prodaju,Kuća/Vikendica,10,,2,999.000 € (7.418.397 kn),4.017 ,,1975 god.,dovršena,klasičan,U izradi,,,namještena,,,,,,da,5,da,,ne,da,,2. red,,"Umag, kuća TOP LOKACIJA (ID: 300041065-94)","
                        U okolici Umaga prodaje se prostrana kuća sa velikom okučnicom u blizini mora.
Samostojeća kuća ima sveukupno 320  stambenog prostora, od toga dva apartmana koja su smještena u prizemlju od 80  i jedan veliki stan od 160 koji je smješten na prvom katu.
Uz veliku i lijepu okučnicu, kući pripada i veliki voćnjak.
Idealna nekretnina za kuću za odmor ili kao apartmanska kuća zbog same lokacije.
","['Centralno', 'Lož ulje', 'Nafta', 'otvoren pogled', 'Zapad', 'Predgrađe', 'U mirnoj ulici', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",7,,3.850 ,,,ima,,,samostojeća,160 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/porec-interesantna-kuca-od-95620-na-okucnici-od-2047-,"Kukci, Poreč",Za prodaju,Kuća/Vikendica,13,6,2,na upit,"956,20 ",,1975 god.,nedovršena,klasičan,U izradi,ne,uz manju adaptaciju,nenamještena,,,,,,da,50,ne,ne,ne,da,,više od 1km,Ne,"POREČ, interesantna kuća od 956,20 na okućnici od 2047  (ID: 300041079-25)","
                        Prodaje se kuća od 956,20 , na vrlo atraktivnoj lokaciji, sa okućnicom od 1650 . Osim dobre pozicije sa udaljenosti od Poreča nepunih 4 km i od mora 3 km, nekretnina je osmišljena na vrlo originalan i jedinstven način. Napravljena je od vrlo kvalitetnog materijala koji spaja suvremeno i duh starinskog stila. Sastoji se od podruma, prizemlja i kata. 
Podrumski dio je u roh bau fazi površina je 35,61 . 
Prizemlje je sastavljeno  od dominantnog prostora u naravi restorana u roh bau fazi sveukupne površine 409,68 , stana od 128,02, tri kompletno dovršena i uređena apartmana od 36,84, 24, 02 i 25,25 . Svi apartmani imaju izlaz na terasu, dnevni boravak, spavaću sobu sa kupaonom. U prizemlju je također predviđen zajednički prostor od 25,70 .
Kat kuće je u roh bau fazi i sastoji se od galerije koja pripada restoranu od 52, 70, stana od 43,97 osmišljeno da se nalazi u kuli kuće, tri apartmana od 39,63 , 25,13  i 31,27  i predprostori od 58,34 . Svaki apartman ima natkrivenu terasu, loggiu, sobu sa kupaonom. I na katu je predviđen zajednički prostor od 19,98 . Na katu je postavljen priključak za struju i klimu. 
Iddealna prilika za one koji žele nastaviti ovu prekrasnu viziju spoja restorana u rustikalnom stilu sa predviđenih 50 parkirnih mjesta, uz  adaptaciju i nadogradnju stambenog dijela za smještaj gostiju. Na  okućnici postoji mogućnost izgradnje bazena.
","['Klasično', 'Struja', 'Voda', 'Struja', 'otvoren pogled', 'Jug', 'U blizini centra', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine']",10,10,1.650 ,,,ima,,,samostojeća,867 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/sisan-gradevinska-parcela-1357--sa-predivnim-maslinama,"Šišan, Ližnjan",Za prodaju,Građevinsko zemljište,,,,95.000 € 88.000 € (653.472 kn),1.357 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,Šišan -Građevinska parcela 1357  sa predivnim maslinama (ID: 300041070-14),"
                        Parcela od 1357  nalazi se na lijepom mirnom i izgrađenom i mjestu s razvijenim turizmom.
Lijepog je oblika, sa odvojenim  ulazom i avenijom maslina. Pogodna je za zidanje poslovno stambenog objekta na 3 etaže ili 3 povezane prizemne kuće sa bazenom.


","['Telefon', 'Voda', 'Struja', 'djelomično otvoren pogled', 'Sjever', 'Jug', 'Zapad', 'Predgrađe', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini crkve', 'U blizini parka/šume']",,,,,,,,,,,,za stambenu gradnju,1357 ,00 ,,,,,,,,,,
